232	49	5
233	19	10
233	29	1
233	12	1
234	12	19
234	19	6
235	12	8
235	70	2
235	19	2
236	19	151
236	60	55
237	12	133
237	19	100
238	19	160
238	12	52
238	25	26
239	8	272
239	12	115
239	60	54
239	52	1
240	62	312
240	2	235
240	12	77
240	5	32
240	63	1
241	64	11
241	30	4
242	64	72
242	60	69
242	14	1
243	64	69
243	12	21
243	57	1
244	64	9
244	15	1
245	64	11
246	64	161
246	12	77
246	55	19
247	50	69
247	64	33
248	50	234
248	12	16
249	43	69
249	12	29
249	60	27
249	8	2
250	51	140
250	66	42
250	12	34
250	37	1
251	34	87
251	12	45
252	57	46
252	46	31
252	34	3
253	12	34
253	36	18
254	34	105
254	12	22
255	34	403
255	12	51
255	46	19
255	60	10
256	34	159
256	12	43
256	56	1
257	34	120
257	57	2
257	29	1
258	50	238
258	34	33
258	60	31
258	70	1
259	34	46
259	60	4
260	34	212
260	12	45
261	34	109
261	12	10
261	64	8
262	34	75
262	60	61
263	56	64
263	46	17
263	41	4
263	35	1
264	22	155
264	60	73
264	12	27
264	39	7
264	3	4
264	15	1
265	60	213
265	41	138
265	21	84
265	50	1
266	41	20
266	64	3
266	21	3
267	41	42
267	12	20
267	49	10
268	41	102
268	21	52
268	12	26
268	13	2
269	41	47
269	21	45
269	12	25
270	41	7
270	56	2
270	2	1
271	56	53
271	46	13
271	41	4
272	22	86
272	60	15
273	65	214
273	68	192
273	12	152
273	50	29
273	64	26
274	68	56
274	12	16
275	68	185
275	12	60
275	78	31
276	68	687
276	12	137
276	60	58
276	1	2
276	33	1
277	68	793
277	12	139
278	68	658
278	12	134
279	57	32
279	26	1
280	68	69
280	12	19
280	31	4
281	68	15
281	12	11
282	65	243
282	12	90
283	68	677
283	12	147
283	46	14
284	22	112
284	60	19
285	78	365
285	12	70
285	52	1
286	78	1046
286	12	101
287	57	107
288	68	114
288	12	93
288	78	20
289	22	88
290	68	323
290	12	49
290	60	40
291	57	213
292	22	286
293	2	308
293	12	6
293	64	1
294	2	467
294	12	60
294	23	1
295	62	98
295	2	57
295	12	36
296	2	108
296	12	10
297	2	284
297	12	21
297	60	8
297	53	1
297	22	1
297	11	1
298	2	472
298	12	67
299	32	230
299	60	102
299	12	62
300	60	127
300	50	127
300	77	75
300	65	25
301	33	63
302	31	108
302	66	33
302	14	23
302	64	4
303	51	112
303	12	58
303	49	18
304	60	173
304	31	127
304	26	2
304	51	1
305	57	358
305	53	53
306	44	88
306	53	17
306	67	1
307	57	86
307	12	54
308	44	98
309	69	607
309	60	117
309	12	97
309	56	1
310	44	13
310	10	3
311	44	19
311	21	1
312	44	21
313	44	115
314	44	33
315	44	54
316	44	20
317	44	18
317	50	2
318	44	20
319	44	36
320	44	61
321	44	243
321	46	10
322	44	69
322	75	1
323	44	70
324	44	4
324	35	1
325	26	46
325	60	24
325	45	2
325	20	2
325	25	1
325	7	1
326	24	37
326	12	11
327	20	127
327	24	24
328	44	12
328	32	2
329	12	54
329	76	46
329	60	33
330	57	11
330	70	1
330	55	1
331	79	232
331	12	130
331	64	92
331	50	87
332	65	507
332	60	117
332	12	57
332	66	31
333	40	422
333	60	107
333	12	78
334	22	276
334	50	157
334	12	99
335	69	156
335	70	55
335	12	50
336	69	64
336	12	17
337	26	372
337	60	161
338	35	22
338	71	2
339	35	22
340	35	36
340	12	13
340	64	6
341	35	105
341	24	5
342	76	26
342	65	15
342	64	14
342	39	9
342	60	2
343	55	205
343	46	18
343	73	1
344	43	83
344	55	27
344	12	26
345	55	128
345	12	65
345	37	1
346	55	217
347	55	198
347	60	88
347	41	1
348	55	89
348	46	16
348	12	12
348	10	1
349	55	7
350	55	63
350	60	23
350	59	10
350	15	8
350	62	2
351	43	54
351	12	21
352	12	160
352	16	106
352	38	71
352	29	16
352	46	1
353	21	258
353	12	64
353	15	9
354	17	534
354	12	272
354	60	83
355	64	82
356	64	69
357	47	153
357	64	146
357	12	43
358	64	89
358	47	6
359	64	65
359	76	1
360	47	67
360	64	3
361	33	96
362	64	79
363	64	68
363	50	51
364	64	254
365	64	170
365	12	8
365	73	1
366	64	234
367	64	199
367	12	3
368	64	222
369	64	136
369	14	1
370	64	200
371	64	189
372	64	204
373	64	91
373	47	32
374	64	83
374	47	31
375	64	61
375	47	4
376	64	83
376	47	75
377	64	41
377	47	6
378	47	115
379	47	626
379	12	86
379	64	52
379	60	1
380	64	72
380	47	16
381	64	73
381	47	5
382	64	72
382	47	16
382	3	1
383	70	28
383	12	13
384	24	86
384	10	45
384	12	19
385	60	61
385	12	14
386	49	68
386	12	13
386	36	2
387	6	763
387	12	92
387	60	56
387	15	1
388	13	356
388	60	171
388	12	71
389	60	57
390	1	75
390	12	28
390	64	3
391	18	315
391	12	95
391	38	85
392	28	139
392	12	87
392	49	38
393	1	581
393	50	310
393	12	106
394	25	54
394	76	47
394	10	12
395	76	39
396	35	29
396	76	11
397	76	58
397	46	23
398	25	300
398	12	107
398	3	1
399	35	14
399	37	6
399	55	1
400	76	57
400	60	5
401	50	104
401	76	93
401	35	90
401	60	80
401	4	5
401	8	1
402	55	17
402	35	17
403	76	258
403	10	12
403	60	3
404	50	101
405	48	200
405	12	13
405	23	1
406	1	820
406	60	398
407	15	34
407	12	33
407	35	1
408	3	1364
408	12	347
408	60	10
409	25	89
409	12	43
409	21	2
410	35	2
410	33	2
411	12	17
411	70	15
411	49	6
411	77	3
412	12	19
412	43	16
413	12	7
413	24	1
414	24	11
414	12	6
415	12	20
416	1	194
416	12	16
416	5	4
416	64	1
417	30	85
417	24	6
417	62	1
417	36	1
418	12	9
418	24	8
419	28	39
419	12	28
420	12	25
420	42	21
421	12	13
421	16	6
421	32	1
422	24	11
422	12	6
423	44	29
423	12	12
423	57	1
424	12	32
424	45	9
424	32	3
425	12	15
425	16	5
426	65	249
426	12	57
426	50	1
427	60	50
427	1	33
427	55	13
427	67	1
428	30	24
428	12	5
429	49	231
429	12	189
430	60	126
430	71	108
430	12	40
430	5	2
431	10	238
431	12	46
431	29	1
432	50	197
432	12	40
433	9	89
433	12	47
433	60	25
433	15	10
434	36	335
434	12	21
435	30	101
435	59	7
435	48	2
436	48	27
436	12	16
436	33	10
437	46	179
437	71	93
437	59	52
437	75	8
437	78	1
438	12	16
438	1	14
438	33	9
438	13	6
438	38	1
439	12	80
439	52	29
439	71	4
439	26	1
440	50	383
440	12	23
441	29	181
441	12	172
441	49	74
442	50	574
442	16	19
443	50	72
443	5	3
444	70	6
444	36	2
445	11	858
445	12	56
445	61	3
445	35	2
445	52	1
446	44	388
446	12	304
446	48	160
446	7	61
446	2	2
447	15	90
447	12	71
447	71	63
447	52	9
448	59	1058
448	12	58
448	66	15
448	5	4
448	76	3
449	48	37
450	69	4
450	12	2
450	29	1
451	67	18
451	12	11
452	71	144
452	52	51
452	12	46
453	19	185
453	12	54
453	49	51
454	50	7
454	51	3
455	28	161
455	79	16
455	57	13
455	46	12
456	28	191
456	12	30
457	44	7
458	28	65
458	12	35
459	59	4
459	12	4
460	70	637
460	12	110
461	71	132
461	75	117
461	52	26
461	12	15
461	46	9
462	71	509
462	12	4
462	75	1
462	55	1
463	48	249
463	12	23
464	29	283
464	12	88
464	46	2
465	33	154
465	12	23
466	66	25
467	12	39
467	7	23
467	48	18
468	52	888
468	12	114
469	52	824
469	12	119
469	5	1
470	52	138
470	60	46
471	2	15
471	12	3
472	46	51
472	52	18
473	7	1070
473	12	305
473	66	26
474	9	156
474	20	32
474	12	24
474	59	23
474	39	5
474	78	1
475	54	19
475	48	1
476	54	20
476	12	20
476	16	14
477	54	21
477	22	1
478	54	5
478	12	4
478	31	1
478	11	1
479	54	46
479	46	15
479	12	12
480	12	26
480	48	11
481	6	41
481	12	10
482	6	66
483	9	106
483	6	96
483	12	6
484	58	42
484	6	42
484	46	16
484	61	3
484	64	1
484	33	1
485	6	71
486	6	93
486	32	1
486	9	1
487	6	84
487	46	8
487	53	5
488	6	43
488	12	22
488	79	10
488	66	1
489	6	6
490	6	69
490	10	1
491	6	117
492	6	61
493	6	56
493	59	28
493	46	3
494	32	408
494	6	157
494	12	17
495	6	60
495	13	14
496	6	147
497	46	13
497	6	13
498	6	94
499	6	60
499	32	52
500	79	95
500	12	54
500	59	29
500	6	19
500	49	15
501	20	50
501	46	22
502	70	58
502	12	42
502	59	12
503	29	289
503	12	46
503	76	9
503	32	7
504	3	10
504	36	5
505	46	6
506	13	18
506	12	13
506	32	9
506	27	1
507	16	153
507	12	43
507	22	1
508	13	49
508	12	28
508	15	8
509	8	77
509	35	1
509	31	1
509	12	1
509	2	1
510	8	89
510	12	19
511	36	283
511	12	74
511	46	25
512	9	267
512	12	59
512	46	25
513	9	42
514	32	36
514	12	16
514	13	11
514	38	1
515	60	45
515	1	28
516	56	487
516	46	21
517	46	46
517	60	4
518	46	159
519	46	18
519	36	5
519	12	5
520	49	83
520	46	32
520	12	21
521	46	47
521	36	1
522	36	59
522	46	45
522	22	1
523	46	7
523	12	5
524	36	133
524	46	33
524	73	1
525	46	32
526	60	38
526	46	12
527	46	79
527	15	59
528	46	28
528	6	1
529	46	30
529	63	2
530	36	8
530	11	1
531	46	82
532	4	272
532	46	63
532	12	17
532	75	3
533	4	13
534	57	14
534	4	13
534	43	2
534	25	2
534	19	2
535	4	6
535	46	3
536	35	87
536	46	42
536	79	2
536	57	2
537	4	64
537	46	42
537	10	17
537	43	2
537	20	1
538	4	12
539	46	16
539	36	4
540	46	140
540	10	64
540	1	3
540	72	1
541	46	99
541	76	12
541	60	1
542	46	64
542	60	12
542	76	10
543	46	32
544	46	150
545	36	75
546	46	8
546	36	1
547	46	95
547	32	12
547	79	1
548	46	107
548	11	14
549	36	490
549	12	67
549	60	20
549	61	9
550	49	57
550	46	15
550	12	9
550	36	3
551	71	37
551	52	31
551	12	28
551	7	10
551	46	2
552	18	276
552	12	25
553	10	6
553	22	3
554	13	43
554	12	28
554	29	20
555	40	216
555	46	67
555	16	44
555	64	13
555	44	1
556	16	339
556	12	49
557	13	203
557	12	37
557	37	1
558	32	207
558	48	3
558	69	1
558	41	1
558	33	1
559	44	19
559	12	11
560	49	12
560	6	6
560	27	1
561	12	10
561	62	9
561	52	5
561	13	2
561	63	1
562	49	91
562	12	37
562	76	25
562	71	1
562	61	1
563	46	29
563	16	19
563	12	14
564	69	38
564	12	17
564	9	16
565	35	152
565	11	1
566	31	10
567	31	146
568	31	124
569	31	130
570	31	182
571	31	151
572	31	223
573	31	104
574	31	37
575	31	22
576	31	16
577	69	63
577	60	36
577	11	17
577	61	13
578	60	51
578	69	50
579	78	11
579	8	10
579	12	8
580	8	695
580	12	174
580	41	1
581	1	4
581	36	2
582	8	2
582	4	2
583	36	10
584	1	104
584	60	73
584	11	24
584	12	4
584	79	1
585	3	375
585	12	98
585	60	97
585	5	14
586	52	169
586	12	83
586	70	55
586	75	16
586	40	1
587	48	14
587	33	1
588	70	187
588	12	40
588	59	12
589	11	11
589	61	10
589	46	2
590	39	17
590	53	15
590	46	15
590	62	14
590	6	11
590	32	2
590	25	2
591	60	77
591	1	27
591	29	1
592	25	167
592	45	31
592	34	13
592	46	2
593	38	240
593	46	50
594	32	67
594	67	2
595	32	81
595	37	2
596	32	119
596	14	1
597	32	7
597	64	5
597	72	1
598	32	135
599	32	77
599	46	18
599	76	3
600	32	120
601	32	27
601	12	19
601	46	1
602	32	34
602	12	11
602	49	4
603	32	33
604	32	15
605	50	4
606	33	43
606	46	18
607	73	38
607	29	14
607	76	9
608	76	9
608	45	2
609	55	10
609	54	1
610	76	8
611	76	17
612	8	88
612	12	28
612	38	16
612	50	1
613	55	44
614	6	56
615	55	11
616	76	9
616	13	1
617	40	14
617	64	3
617	46	3
617	41	2
617	38	1
618	40	53
618	12	8
618	29	1
618	2	1
619	76	15
619	29	2
620	1	91
620	12	47
620	76	4
620	8	1
621	69	87
621	12	29
621	79	10
621	53	3
622	69	17
622	12	7
622	49	3
623	69	77
623	49	35
623	60	23
623	8	3
623	46	2
623	57	1
624	20	112
624	78	1
625	20	113
626	20	91
626	57	41
626	56	13
627	12	50
627	76	9
627	66	2
628	41	15
628	12	3
629	18	11
629	35	2
630	30	40
630	50	6
630	14	1
631	58	17
631	36	9
631	20	4
632	32	41
632	76	21
633	6	5
633	55	1
634	10	210
634	46	9
634	61	1
635	76	6
636	76	66
637	79	1024
637	12	81
637	11	1
638	41	34
638	70	12
638	12	5
639	49	222
639	12	29
640	60	18
640	49	16
640	28	12
640	24	1
641	26	221
641	48	160
641	38	112
641	12	16
641	71	1
642	30	5
643	48	358
643	12	14
644	51	220
644	12	51
644	48	35
645	48	217
646	48	155
646	35	26
646	12	21
646	67	1
647	23	873
647	37	1
648	23	1593
649	23	32
650	23	25
651	63	1
651	34	1
652	53	1
652	23	1
653	42	1
653	31	1
654	53	3
654	27	1
655	73	2
655	53	2
656	50	1
656	42	1
657	31	1
657	7	1
658	53	4
659	39	4
659	59	2
660	39	3
661	59	4
661	63	1
662	53	1
662	42	1
663	27	4
663	53	2
664	57	1
664	53	1
665	53	3
666	13	4
667	13	4
668	13	4
669	13	4
670	13	4
671	13	4
672	13	4
673	13	4
674	13	4
675	13	4
676	13	4
677	13	4
678	13	4
679	13	4
680	13	4
681	13	4
682	13	4
683	13	4
684	30	32
684	60	24
685	71	3
685	52	1
686	75	1
686	58	1
687	53	138
687	5	29
688	72	41
688	5	20
688	53	8
689	53	168
689	5	18
690	53	135
690	5	35
691	72	31
691	53	18
691	5	18
692	5	8
692	74	5
692	67	1
692	2	1
693	67	46
693	5	17
693	1	4
693	33	3
693	75	1
694	42	615
694	5	31
694	46	9
695	22	7
696	63	37
696	12	4
696	13	2
697	63	19
698	63	23
698	76	19
698	73	1
698	64	1
698	30	1
699	63	137
699	43	53
700	63	117
701	63	52
702	63	59
702	12	12
703	63	38
703	12	9
704	63	62
704	6	8
704	26	6
705	48	87
705	50	63
705	5	14
705	63	13
705	21	12
705	46	7
705	42	1
705	40	1
706	44	77
706	63	12
706	59	5
706	32	1
707	63	27
708	66	187
708	63	30
708	31	2
708	15	1
709	63	12
709	40	1
709	37	1
709	5	1
710	63	44
710	60	1
711	12	7
711	53	6
712	25	178
712	63	85
712	5	7
713	63	35
714	63	19
715	63	23
715	50	5
715	62	1
716	63	50
716	24	43
716	50	1
717	63	31
718	63	33
719	63	16
719	5	10
719	12	6
720	63	96
720	2	2
721	24	149
721	63	67
721	6	14
721	55	2
722	63	44
722	6	36
722	49	10
722	46	9
722	8	2
723	63	60
724	63	19
724	12	7
724	74	2
724	28	2
724	22	1
725	63	25
726	63	33
727	63	27
727	25	3
728	63	17
729	41	67
729	5	38
730	72	28
730	12	16
730	6	16
731	63	17
732	63	38
732	30	37
732	5	4
732	75	1
733	63	29
733	12	8
733	25	5
734	63	37
735	30	36
735	41	14
735	5	6
736	9	216
736	12	54
736	63	40
736	5	24
737	43	30
737	63	29
738	63	37
738	46	1
739	63	124
739	14	1
740	63	19
740	49	2
741	48	96
741	12	29
741	63	17
741	5	16
741	79	3
741	66	3
742	63	46
742	61	12
742	5	1
743	63	117
744	63	27
744	29	15
744	36	1
745	63	158
745	23	7
746	66	430
746	63	83
746	5	31
746	76	1
747	63	31
747	12	11
748	63	30
748	7	27
748	45	2
749	10	102
749	5	19
749	63	14
750	63	137
751	48	67
751	63	28
752	59	14
752	12	13
753	63	16
754	43	42
754	63	17
754	5	10
755	63	57
755	12	9
755	73	2
755	56	1
756	41	112
756	63	36
756	49	4
757	5	7
757	33	6
757	52	4
757	70	3
758	39	42
758	5	16
758	28	1
758	12	1
759	39	176
759	5	29
760	63	20
761	38	61
761	5	18
761	68	1
762	38	46
762	33	40
762	5	8
763	33	14
764	63	56
764	16	36
765	18	241
765	5	35
765	63	34
766	61	783
766	63	26
767	37	36
767	5	7
767	32	5
767	10	3
767	61	1
768	63	47
768	78	32
768	57	2
769	63	43
770	33	42
770	12	22
770	5	10
770	38	2
770	63	1
771	38	93
771	20	40
771	5	19
772	20	62
772	5	15
772	27	3
772	6	2
772	13	1
772	2	1
773	20	19
773	5	15
774	63	24
775	63	25
776	48	8
776	51	5
776	5	5
776	30	4
776	39	2
776	70	1
776	33	1
776	21	1
777	63	88
777	45	8
777	30	4
778	63	14
779	63	78
779	60	41
780	63	34
780	75	4
781	57	38
781	63	36
781	60	6
781	46	5
781	61	3
781	23	3
782	63	27
782	58	25
782	60	1
783	63	56
783	60	30
783	12	5
783	1	1
784	16	83
784	63	49
784	37	30
785	63	14
786	45	160
786	60	23
786	5	14
786	43	10
786	36	7
787	63	105
787	5	1
788	63	25
788	75	2
788	60	1
789	47	627
790	47	954
790	10	14
791	63	85
791	29	66
791	46	6
791	37	2
791	6	1
792	63	50
792	12	12
792	5	6
792	18	2
793	33	26
793	63	6
794	63	7
794	5	5
795	63	48
795	48	8
795	33	2
796	63	13
797	48	64
797	21	27
797	50	26
797	63	17
797	5	8
797	26	1
798	53	8
798	63	2
799	41	244
799	5	63
800	63	38
801	70	56
801	12	51
801	59	18
801	63	17
802	63	101
803	63	52
803	12	10
803	52	5
803	5	3
804	63	26
804	60	1
805	76	36
805	5	12
806	43	16
806	5	11
807	63	21
808	63	32
808	12	14
808	62	1
809	66	95
809	63	63
809	60	16
809	61	1
809	41	1
810	66	9
810	46	2
811	63	18
811	12	10
811	61	1
812	66	104
812	63	29
813	63	62
813	30	59
813	5	4
813	3	1
814	28	214
814	12	20
814	5	19
815	30	29
816	63	51
817	63	37
818	75	354
818	5	125
819	12	6
819	58	1
819	29	1
820	61	491
820	5	21
820	63	16
820	22	1
821	63	59
821	12	27
822	12	3
823	71	6
823	60	1
824	5	23
824	49	21
825	66	32
825	48	21
825	5	19
825	60	11
825	50	1
826	45	5
827	45	231
827	5	92
827	12	25
827	68	1
828	64	3
828	37	1
829	45	4
830	48	245
830	12	59
830	63	52
830	5	14
830	6	8
830	46	1
831	63	13
831	74	2
832	45	5
832	30	3
833	66	33
833	63	10
833	15	1
833	8	1
834	45	4
835	58	76
835	63	64
835	46	18
836	63	32
837	43	157
837	63	53
837	60	1
838	63	32
839	43	46
839	63	33
839	6	16
840	63	30
840	45	2
841	63	152
841	45	30
842	63	19
843	63	32
844	63	12
844	56	1
844	10	1
845	5	180
845	36	44
846	37	104
846	5	9
846	63	7
846	12	2
847	12	18
847	59	17
847	63	11
848	5	97
848	76	86
848	63	13
849	60	20
849	5	20
849	61	11
849	3	3
850	5	248
850	36	13
851	12	20
851	63	19
851	13	5
851	15	2
851	9	2
851	41	1
852	5	129
852	64	34
852	47	1
853	8	370
853	5	152
853	63	3
853	14	1
854	4	616
854	63	80
854	46	43
854	60	20
855	4	112
856	4	121
856	46	52
856	63	22
856	36	20
856	5	9
857	63	25
857	5	24
857	60	13
857	36	2
858	4	84
859	4	163
859	76	32
860	4	125
861	4	277
862	4	167
863	4	188
863	76	42
864	4	307
865	63	19
865	58	17
865	79	1
865	21	1
866	5	29
866	63	13
867	5	69
867	51	1
868	5	147
869	9	84
869	63	43
869	60	41
869	5	17
869	55	2
870	60	163
870	63	64
871	63	40
871	24	40
871	12	24
871	17	2
871	48	1
872	5	90
872	13	47
873	5	773
874	16	89
874	5	63
874	12	12
874	79	1
874	56	1
875	63	17
875	5	16
876	5	20
877	76	66
877	5	41
878	41	16
878	5	5
878	63	1
879	32	8
879	29	2
880	32	254
880	5	69
881	32	15
881	5	15
882	32	54
882	63	15
882	39	2
883	32	22
883	5	15
884	32	8
884	57	2
885	32	23
885	5	14
886	32	15
886	5	14
886	33	1
887	5	26
887	45	1
887	28	1
888	76	23
888	5	9
889	45	148
889	5	23
889	35	2
890	76	23
890	5	7
891	40	51
891	5	17
892	40	25
892	5	23
893	1	20
893	5	18
893	76	9
893	74	1
893	46	1
894	10	113
894	5	15
895	39	29
895	5	15
895	53	6
895	63	1
895	40	1
896	45	629
896	5	46
896	79	3
897	33	23
897	63	13
897	5	13
898	73	132
898	5	81
899	42	79
899	5	61
900	5	11
900	12	8
900	8	7
901	63	14
902	5	7
902	39	2
903	30	8
903	5	7
904	30	15
904	12	13
905	30	7
905	53	1
906	30	4
